,Con1Subject,Con2Subject,Con3Subject,Condition 1,Condition 2,Condition 3,Con1Tweet,Con2Tweet,Con3Tweet,HasProfile,Cond1Acc,Cond2Acc,Cond3Acc,Cond1Eng,Cond2Eng,Cond3Eng,Cond1Fake,Cond2Fake,Cond3Fake,Political View,Trust Tweet,Photoshop
62cf2b73a60ca4a39abfe24f,192,192,192,1,2,3,2,1,3,No,Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),Somewhat Inaccurate (2),Like,Reply,Reply,I'm not sure (3),I'm not sure (3),Definitely fake (1),Slightly Liberal,2,"Yes, very experienced"
614f3f044ab295ed97809caa,193,193,193,1,2,3,2,1,3,No,Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),Somewhat Inaccurate (2),Prefer not to say,No Engagement,No Engagement,Definitely fake (1),More fake than real (2),More real than fake (4),Slightly Liberal,4,"Yes, somewhat experienced"
61098efe1c7dcf4133162908,194,194,194,1,2,3,2,1,3,No,Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,More real than fake (4),Definitely real (5),More fake than real (2),Slightly Liberal,2,"No, I've never used it"
5f032457e2b9844beff1a2ec,195,195,195,1,2,3,2,1,3,No,Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),Very Inaccurate (1),External Share,External Share,No Engagement,More fake than real (2),I'm not sure (3),More real than fake (4),Slightly Conservative,7,"No, I've never used it"
6138d887804227f040422bc3,196,196,196,1,2,3,3,2,1,No,Somewhat Inaccurate (2),Somewhat Accurate (4),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,More real than fake (4),Definitely real (5),More fake than real (2),Slightly Conservative,Neutral   5,"No, I've never used it"
5d4a476144cb2200195e96ad,197,197,197,1,2,3,3,2,1,No,Very Inaccurate (1),Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),More fake than real (2),Very Liberal,Neutral   5,"Yes,  but I just started using it"
5f46dbd3b7e5b30b4076e893,198,198,198,1,2,3,3,1,2,No,Somewhat Inaccurate (2),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,No Engagement,Reply,Definitely fake (1),More real than fake (4),I'm not sure (3),Slightly Liberal,7,"Yes, somewhat experienced"
60c281ca3b30b64f4b6c4872,199,199,199,1,2,3,3,2,1,No,Somewhat Accurate (4),Somewhat Inaccurate (2),Somewhat Inaccurate (2),Reply,No Engagement,No Engagement,More real than fake (4),I'm not sure (3),More fake than real (2),Slightly Liberal,4,"Yes, somewhat experienced"
5fe18e1c8929f0c2a41e43d8,200,200,200,1,2,3,2,1,3,No,Somewhat Inaccurate (2),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Very Liberal,3,"No, I've never used it"
616b77ca71a5882a5c40cb2d,201,201,201,1,2,3,2,3,1,No,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),No Engagement,No Engagement,External Share,More real than fake (4),More real than fake (4),I'm not sure (3),Slightly Conservative,7,"Yes,  but I just started using it"
6014672ee65e6f1e9cb62247,202,202,202,1,2,3,2,3,1,No,Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More fake than real (2),I'm not sure (3),More fake than real (2),Slightly Liberal,7,"No, I've never used it"
5bad6504f588f200012bab65,203,203,203,1,2,3,3,1,2,No,Very Inaccurate (1),Somewhat Accurate (4),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),Definitely fake (1),Slightly Liberal,Neutral   5,"No, I've never used it"
5e551a9020cb9e000b1e141f,204,204,204,1,2,3,3,2,1,No,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,Like,External Share,More fake than real (2),More real than fake (4),More real than fake (4),Slightly Conservative,4,"No, I've never used it"
6112529ca8d90615db392633,205,205,205,1,2,3,2,3,1,No,Somewhat Accurate (4),Very Inaccurate (1),Somewhat Inaccurate (2),No Engagement,No Engagement,External Share,More real than fake (4),More fake than real (2),More fake than real (2),Very Liberal,4,"Yes, somewhat experienced"
63092c6d2d42e8b6f9a9ba2c,206,206,206,1,2,3,2,3,1,No,Very Inaccurate (1),Somewhat Inaccurate (2),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,More fake than real (2),I'm not sure (3),More fake than real (2),Very Liberal,3,"Yes,  but I just started using it"
5de6eca0a91be366cbb5ffe2,207,207,207,1,2,3,2,3,1,No,Neither Accurate nor Inaccurate (3),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),More real than fake (4),I'm not sure (3),Very Liberal,Neutral   5,"Yes, somewhat experienced"
57210674951c9b0011d3eaaa,208,208,208,1,2,3,1,3,2,No,Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More fake than real (2),More fake than real (2),More real than fake (4),Slightly Liberal,Neutral   5,"Yes, somewhat experienced"
5d3268a52b53a200195ebc30,209,209,209,1,2,3,1,3,2,No,Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,More real than fake (4),I'm not sure (3),More fake than real (2),Slightly Conservative,Neutral   5,"No, I've never used it"
5f4859d23306481f0f0dd2a5,210,210,210,1,2,3,2,1,3,No,Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),Very Inaccurate (1),Reply,No Engagement,No Engagement,I'm not sure (3),More fake than real (2),Definitely fake (1),Slightly Conservative,Neutral   5,"Yes, somewhat experienced"
5c6dc6e309c2210001d5f93b,211,211,211,1,2,3,3,2,1,No,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),Definitely fake (1),Very Liberal,Neutral   5,"No, I've never used it"
61010400617800821cac834e,212,212,212,1,2,3,2,1,3,No,Neither Accurate nor Inaccurate (3),Very Accurate (5),Very Inaccurate (1),No Engagement,Like,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Very Liberal,6,"Yes, somewhat experienced"
5ef42ba59401801d9f859e2d,213,213,213,1,2,3,3,2,1,No,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),No Engagement,No Engagement,Retweet,I'm not sure (3),I'm not sure (3),I'm not sure (3),Slightly Conservative,6,"Yes, somewhat experienced"
6172316cd8b547db367c4e8e,214,214,214,1,2,3,1,3,2,No,Neither Accurate nor Inaccurate (3),Very Inaccurate (1),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,Definitely fake (1),More fake than real (2),Definitely fake (1),Slightly Liberal,3,"No, I've never used it"
610c9e945c4af8ed996a046b,215,215,215,1,2,3,3,2,1,No,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Very Liberal,6,"Yes, somewhat experienced"
60e9fcc93cff54eaf3269865,216,216,216,1,2,3,1,3,2,No,Somewhat Inaccurate (2),Somewhat Inaccurate (2),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,More fake than real (2),More real than fake (4),More fake than real (2),Very Liberal,Neutral   5,"No, I've never used it"
5ec76194079cdc1b61767c3b,217,217,217,1,2,3,3,1,2,No,Very Inaccurate (1),Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,I'm not sure (3),More fake than real (2),I'm not sure (3),Slightly Liberal,Neutral   5,"Yes, somewhat experienced"
6105a3ab3439f5af30a3777b,218,218,218,1,2,3,1,3,2,No,Somewhat Inaccurate (2),Very Inaccurate (1),Neither Accurate nor Inaccurate (3),No Engagement,Reply,No Engagement,I'm not sure (3),I'm not sure (3),Definitely fake (1),Very Liberal,4,"Yes, somewhat experienced"
5d5a2bd93296320016eee507,219,219,219,1,2,3,1,3,2,No,Somewhat Accurate (4),Somewhat Accurate (4),Somewhat Accurate (4),No Engagement,Reply,Retweet,More fake than real (2),More real than fake (4),More real than fake (4),Very Conservative,6,"Yes, somewhat experienced"
630d2a878ebdf11a56616586,220,220,220,1,2,3,3,1,2,No,Somewhat Inaccurate (2),Very Inaccurate (1),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,More real than fake (4),More fake than real (2),I'm not sure (3),Slightly Conservative,Neutral   5,"Yes, somewhat experienced"
598cc899e339120001fb88c6,221,221,221,1,2,3,3,2,1,No,Somewhat Accurate (4),Very Accurate (5),Very Accurate (5),Like,No Engagement,Retweet,More fake than real (2),I'm not sure (3),I'm not sure (3),Very Conservative,Neutral   5,"Yes, somewhat experienced"
614f571879ee135c5a579e08,222,222,222,1,2,3,3,2,1,No,Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),Very Accurate (5),No Engagement,No Engagement,No Engagement,More fake than real (2),Definitely real (5),I'm not sure (3),Slightly Liberal,6,"No, I've never used it"
5c7f489defd9e20015751167,223,223,223,1,2,3,2,1,3,No,Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Slightly Conservative,6,"No, I've never used it"
60b3cb80847562f1583f433b,224,224,224,1,2,3,3,1,2,No,Very Inaccurate (1),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),Definitely fake (1),Definitely fake (1),Very Liberal,Neutral   5,"Yes,  but I just started using it"
610b164074738771ef9acb0a,225,225,225,1,2,3,1,3,2,No,Somewhat Accurate (4),Very Inaccurate (1),Somewhat Accurate (4),Like,No Engagement,External Share,More real than fake (4),Definitely real (5),Definitely fake (1),Slightly Liberal,6,"No, I've never used it"
5fd14598fd2de30f5eea2fc4,226,226,226,1,2,3,2,3,1,No,Somewhat Inaccurate (2),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Very Liberal,Neutral   5,"Yes, somewhat experienced"
5f61536321c0500f50805d2d,227,227,227,1,2,3,2,1,3,No,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,More real than fake (4),Definitely real (5),Definitely fake (1),Slightly Liberal,Neutral   5,"Yes, very experienced"
6134e3d48d0eaa5c8fe8c25e,228,228,228,1,2,3,3,2,1,No,Very Inaccurate (1),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Very Liberal,Neutral   5,"No, I've never used it"
55a9f6a1fdf99b2d81b5295f,229,229,229,1,2,3,1,2,3,No,Somewhat Inaccurate (2),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),More fake than real (2),Prefer not to say,Neutral   5,"No, I've never used it"
62dc94647a3840f6289d68d4,230,230,230,1,2,3,1,3,2,No,Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),I'm not sure (3),Very Liberal,2,"No, I've never used it"
5e9c4666d28cb0023c8d43a5,231,231,231,1,2,3,2,1,3,No,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),I'm not sure (3),Prefer not to say,2,"Yes, very experienced"
6153985e7640f9294606c01b,232,232,232,1,2,3,3,1,2,No,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),I'm not sure (3),More fake than real (2),Slightly Liberal,Neutral   5,"Yes,  but I just started using it"
6107f04303b4dfbf37e46cb6,233,233,233,1,2,3,3,1,2,No,Very Inaccurate (1),Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),More fake than real (2),Slightly Liberal,Neutral   5,"No, I've never used it"
5ffb7853d241011df298d247,234,234,234,1,2,3,3,2,1,No,Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),Very Accurate (5),No Engagement,No Engagement,External Share,More fake than real (2),More real than fake (4),Definitely fake (1),Very Conservative,Neutral   5,"Yes, somewhat experienced"
5f09dc236c0c092729a73d9b,235,235,235,1,2,3,1,2,3,No,Very Inaccurate (1),Very Inaccurate (1),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,Definitely fake (1),More real than fake (4),More fake than real (2),Slightly Liberal,Neutral   5,"Yes, somewhat experienced"
5fd2c24806a84e0d979fac98,236,236,236,1,2,3,1,3,2,No,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),I'm not sure (3),Prefer not to say,Neutral   5,Prefer not to say
5f289485f876761d798df65c,237,237,237,1,2,3,3,1,2,No,Very Inaccurate (1),Very Inaccurate (1),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More fake than real (2),Very Liberal,4,"No, I've never used it"
6111d437d89c3f011ba8ce63,238,238,238,1,2,3,2,3,1,No,Very Inaccurate (1),Somewhat Inaccurate (2),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,More fake than real (2),More fake than real (2),More fake than real (2),Slightly Conservative,6,"No, I've never used it"
5c6f64cdcacbc8000113ed19,239,239,239,1,2,3,3,1,2,No,Very Accurate (5),Very Accurate (5),Very Inaccurate (1),Retweet,Retweet,Reply,More real than fake (4),More real than fake (4),More real than fake (4),Very Conservative,3,"Yes, somewhat experienced"
611132bc9f505a3f11e4ac80,240,240,240,1,2,3,2,3,1,No,Neither Accurate nor Inaccurate (3),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,Definitely fake (1),More fake than real (2),Definitely fake (1),Very Liberal,6,"Yes, somewhat experienced"
6050ea8a95817a2bfddc9d09,241,241,241,1,2,3,2,3,1,No,Somewhat Accurate (4),Very Inaccurate (1),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,More real than fake (4),More fake than real (2),More fake than real (2),Very Liberal,6,"No, I've never used it"
61fa945e5719bc09cb834f15,242,242,242,1,2,3,1,2,3,No,Very Inaccurate (1),Somewhat Accurate (4),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More fake than real (2),I'm not sure (3),Definitely fake (1),Slightly Liberal,6,"Yes,  but I just started using it"
5edfd3858bc1712e249b053d,243,243,243,1,2,3,1,2,3,No,Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),I'm not sure (3),More fake than real (2),Very Liberal,6,"No, I've never used it"
5fed6c9c0d786daf31f29f3d,244,244,244,1,2,3,1,3,2,No,Somewhat Inaccurate (2),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,Definitely fake (1),Definitely fake (1),Definitely fake (1),Slightly Conservative,4,"Yes,  but I just started using it"
5e45abfd0fe9b40950b469b5,245,245,245,1,2,3,3,2,1,No,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,More fake than real (2),More fake than real (2),I'm not sure (3),Very Liberal,Neutral   5,"Yes,  but I just started using it"
6136dcd3faf36cac08e0438f,246,246,246,1,2,3,1,2,3,No,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),I'm not sure (3),Very Liberal,6,"No, I've never used it"
6110ae99760901f60af9af27,247,247,247,1,2,3,1,3,2,No,Somewhat Inaccurate (2),Somewhat Inaccurate (2),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),More fake than real (2),Slightly Liberal,6,"No, I've never used it"
5de970024172e2000c9dacd2,248,248,248,1,2,3,3,2,1,No,Somewhat Accurate (4),Very Inaccurate (1),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More fake than real (2),More real than fake (4),More fake than real (2),Very Liberal,7,"Yes, somewhat experienced"
630a442e06c3cec26c14a189,249,249,249,1,2,3,2,1,3,No,Very Accurate (5),Somewhat Accurate (4),Very Accurate (5),External Share,External Share,Retweet,More real than fake (4),More real than fake (4),More real than fake (4),Very Conservative,7,"Yes, somewhat experienced"
6029acb673830e93bcc9230f,250,250,250,1,2,3,3,2,1,No,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,Definitely real (5),More real than fake (4),Definitely fake (1),Prefer not to say,Neutral   5,"No, I've never used it"
5589be79fdf99b18be320155,251,251,251,1,2,3,1,2,3,No,Very Inaccurate (1),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),Definitely real (5),More fake than real (2),Slightly Liberal,Neutral   5,"Yes, somewhat experienced"
5d24e7aec81128001721628f,252,252,252,1,2,3,3,1,2,No,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More real than fake (4),Definitely real (5),Definitely fake (1),Slightly Conservative,2,"No, I've never used it"
5d140b5c1039690017945b7b,253,253,253,1,2,3,1,3,2,No,Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,More real than fake (4),More fake than real (2),Definitely fake (1),Very Liberal,8,"No, I've never used it"
5ec1a5b256b9d95e23260c53,254,254,254,1,2,3,1,2,3,No,Very Inaccurate (1),Very Accurate (5),Very Inaccurate (1),No Engagement,External Share,Reply,Definitely fake (1),More real than fake (4),I'm not sure (3),Very Liberal,4,"Yes, somewhat experienced"
5c3a5a61fc2bdf00017714a2,255,255,255,1,2,3,1,2,3,No,Very Inaccurate (1),Somewhat Accurate (4),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),I'm not sure (3),I'm not sure (3),Slightly Conservative,6,"Yes,  but I just started using it"
630f57fcc1deed417d4b1fe2,256,256,256,1,2,3,2,3,1,No,Very Inaccurate (1),Very Inaccurate (1),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,More fake than real (2),More fake than real (2),More fake than real (2),Slightly Conservative,3,"No, I've never used it"
5fde4292a4d8245990ada5bc,257,257,257,1,2,3,1,2,3,No,Somewhat Accurate (4),Very Accurate (5),Very Inaccurate (1),No Engagement,Like,No Engagement,More real than fake (4),I'm not sure (3),More fake than real (2),Slightly Liberal,Neutral   5,"Yes,  but I just started using it"
5ee00907ed486334f7063e3a,258,258,258,1,2,3,3,1,2,No,Neither Accurate nor Inaccurate (3),Somewhat Accurate (4),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,I'm not sure (3),Definitely real (5),Definitely real (5),Very Conservative,Neutral   5,"No, I've never used it"
615542e63024889a5c432983,259,259,259,1,2,3,1,3,2,No,Somewhat Inaccurate (2),Very Inaccurate (1),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,Definitely fake (1),More real than fake (4),Definitely fake (1),Very Liberal,3,"Yes, somewhat experienced"
61036b50ca5be39e19acdc3d,260,260,260,1,2,3,2,3,1,No,Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),Somewhat Inaccurate (2),Like,No Engagement,No Engagement,More real than fake (4),More fake than real (2),More fake than real (2),Very Liberal,Neutral   5,"Yes, somewhat experienced"
611d9b70d39a637dc13d600f,261,261,261,1,2,3,3,2,1,No,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),More fake than real (2),More fake than real (2),Very Liberal,4,"No, I've never used it"
5bfc3bf2f553fa0001fee8f4,262,262,262,1,2,3,3,1,2,No,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More fake than real (2),I'm not sure (3),I'm not sure (3),Slightly Liberal,Neutral   5,"No, I've never used it"
55a4323dfdf99b02ff6caf81,263,263,263,1,2,3,3,2,1,No,Somewhat Accurate (4),Somewhat Inaccurate (2),Very Accurate (5),Like,No Engagement,No Engagement,More real than fake (4),Definitely real (5),Definitely fake (1),Very Conservative,Neutral   5,"No, I've never used it"
6283dfc2f6449b4dea57a4e5,264,264,264,1,2,3,1,2,3,No,Very Accurate (5),Very Inaccurate (1),Very Accurate (5),No Engagement,No Engagement,No Engagement,More real than fake (4),Definitely real (5),More real than fake (4),Very Conservative,2,"Yes, somewhat experienced"
5dbe5b68e5f6c8353f140585,265,265,265,1,2,3,2,1,3,No,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),More real than fake (4),Very Liberal,4,"No, I've never used it"
6282ad0acc1c40865dfd371d,266,266,266,1,2,3,3,1,2,No,Somewhat Inaccurate (2),Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,More fake than real (2),I'm not sure (3),More fake than real (2),Slightly Liberal,Neutral   5,"Yes, somewhat experienced"
6304b9a72eca89f71c31b8bd,267,267,267,1,2,3,1,2,3,No,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),Definitely fake (1),Definitely fake (1),Slightly Liberal,4,"Yes,  but I just started using it"
61075c8844bfd1b3fb7a7cec,268,268,268,1,2,3,2,1,3,No,Very Accurate (5),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,Reply,Definitely fake (1),More real than fake (4),Definitely fake (1),Very Liberal,7,"Yes,  but I just started using it"
60de6eaecf5d59c0e0670050,269,269,269,1,2,3,2,3,1,No,Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),Somewhat Accurate (4),No Engagement,No Engagement,No Engagement,More real than fake (4),I'm not sure (3),More fake than real (2),Prefer not to say,Neutral   5,"Yes, somewhat experienced"
5fd0428072eedf0aad62ca5a,270,270,270,1,2,3,3,1,2,No,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,Definitely fake (1),More real than fake (4),More fake than real (2),Very Liberal,4,"No, I've never used it"
5fa6ce1ded47dd36825f00d7,271,271,271,1,2,3,3,2,1,No,Very Inaccurate (1),Somewhat Inaccurate (2),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),More fake than real (2),Very Liberal,7,Prefer not to say
58fa3437f718c900016ea5e4,272,272,272,1,2,3,2,3,1,No,Somewhat Inaccurate (2),Somewhat Accurate (4),Somewhat Inaccurate (2),No Engagement,Retweet,No Engagement,I'm not sure (3),More real than fake (4),Definitely fake (1),Very Liberal,8,"No, I've never used it"
61283769a39dd638c256540c,273,273,273,1,2,3,1,2,3,No,Somewhat Accurate (4),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),More real than fake (4),Slightly Conservative,Neutral   5,"Yes, very experienced"
5e544727059e3744ccdd4c3b,274,274,274,1,2,3,1,2,3,No,Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),I'm not sure (3),Very Liberal,Neutral   5,"No, I've never used it"
5b6e9435885b0b0001bb034b,275,275,275,1,2,3,2,3,1,No,Very Inaccurate (1),Very Inaccurate (1),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,Retweet,More fake than real (2),More real than fake (4),Definitely fake (1),Slightly Conservative,6,"Yes, somewhat experienced"
62e8db6f495d93a29697bfc5,276,276,276,1,2,3,1,2,3,No,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,No Engagement,Reply,I'm not sure (3),More real than fake (4),More fake than real (2),Very Liberal,Neutral   5,"Yes, very experienced"
5e530229158f1d31e22b2c4f,277,277,277,1,2,3,1,3,2,No,Somewhat Inaccurate (2),Very Accurate (5),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,Definitely real (5),Definitely real (5),Definitely fake (1),Very Liberal,4,"No, I've never used it"
6275a62e3540f5cc784bd3bc,278,278,278,1,2,3,2,1,3,No,Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,Reply,More fake than real (2),More real than fake (4),More fake than real (2),Slightly Liberal,6,"No, I've never used it"
616faf3ab8c53e7a73a5dea5,279,279,279,1,2,3,2,1,3,No,Neither Accurate nor Inaccurate (3),Neither Accurate nor Inaccurate (3),Somewhat Inaccurate (2),No Engagement,No Engagement,Prefer not to say,I'm not sure (3),More real than fake (4),More fake than real (2),Slightly Liberal,Neutral   5,"Yes, somewhat experienced"
578e8bd7baec1b00016977c1,280,280,280,1,2,3,1,3,2,No,Somewhat Accurate (4),Very Inaccurate (1),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),More fake than real (2),Very Liberal,Neutral   5,"No, I've never used it"
5df7b79c6887bc562a3022c6,281,281,281,1,2,3,3,2,1,No,Very Inaccurate (1),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,More fake than real (2),I'm not sure (3),Definitely fake (1),Very Liberal,8,"No, I've never used it"
6290eb32e9066b26774ba466,282,282,282,1,2,3,1,2,3,No,Very Inaccurate (1),Neither Accurate nor Inaccurate (3),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,Definitely fake (1),Definitely fake (1),More fake than real (2),Very Liberal,Neutral   5,"Yes, somewhat experienced"
5e9f82a2e5ad1d0e2a2bd542,283,283,283,1,2,3,2,1,3,No,Somewhat Inaccurate (2),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),Definitely fake (1),Slightly Liberal,2,"Yes, very experienced"
629e4d79be0e1ecd4ce30ab4,284,284,284,1,2,3,3,1,2,No,Somewhat Inaccurate (2),Somewhat Accurate (4),Somewhat Inaccurate (2),No Engagement,No Engagement,No Engagement,More real than fake (4),More real than fake (4),Definitely fake (1),Very Liberal,3,"Yes, somewhat experienced"
60fd9c82a4183541a2fcb535,285,285,285,1,2,3,3,2,1,No,Very Inaccurate (1),Somewhat Inaccurate (2),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,I'm not sure (3),More real than fake (4),More real than fake (4),Slightly Liberal,8,"No, I've never used it"
62f661f932b20c9fc240d82f,286,286,286,1,2,3,2,1,3,No,Very Inaccurate (1),Very Inaccurate (1),Very Inaccurate (1),No Engagement,No Engagement,No Engagement,Definitely fake (1),More real than fake (4),Definitely fake (1),Slightly Conservative,7,"Yes, somewhat experienced"
60d2681a54900d4e1cf3d392,287,287,287,1,2,3,1,3,2,No,Neither Accurate nor Inaccurate (3),Very Accurate (5),Neither Accurate nor Inaccurate (3),No Engagement,No Engagement,No Engagement,I'm not sure (3),I'm not sure (3),Definitely fake (1),Very Liberal,Neutral   5,"Yes, very experienced"
